"departamento";"Nome_Departamento";"usuario";"Escaninho";"QuantidadeProcessos"
"5010";"Arquivo Contabilidade";"arquivo_contabil";"ARQUIVO LOCAL CONTABILIDADE";"6324"
"5002";"Arquivo Digital";"arquivo";"ARQUIVADO DIGITALMENTE";"594358"
"5011";"Arquivo Execução Fiscal";"arquivo_execucao";"ARQUIVO EXECUÇÃO FISCAL";"347"
"5011";"Arquivo Execução Fiscal";"juntadadocumentos";"JUNTADA DE DOCUMENTOS - EXECUÇÃO FISCAL";"0"
"5012";"Arquivo Termos Parcelamento";"arquivo_termos";"ARQUIVO TERMOS DE PARCELAMENTO";"14158"
"5014";"Arquivo Veracidade Registro";"arquivo_registro";"ARQUIVO LOCAL REGISTRO";"2263"
"5066";"CONFEA";"confea";"ESC. - CONFEA";"127"
"5066";"CONFEA";"esc_plen_confea";"ESC. - RECURSO AO CONFEA";"7"
"5004";"Montagem Física";"processo_fisico";"MONTADO FISICAMENTE";"2314"
"5051";"Requerimentos OnLine";"esc_proc_dilig";"ESC. - ENCAMINHAMENTO DE PROCESSOS EM DILIGENCIA";"811"
"11";"Sede - Acervo";"arquivo_acervo";"ARQUIVO - AGUARDANDO ANEXAR PDF";"0"
"11";"Sede - Acervo";"esc_acervo_agrodefes";"ESC. - ACERVO - AGRODEFESA";"0"
"11";"Sede - Acervo";"esc_boleto_cargofunc";"ESC. - ACERVO - AGUARD. GERAR BOLETO CARGO/FUNÇÃO";"3"
"11";"Sede - Acervo";"esc_pagto_cargofunc";"ESC. - ACERVO - AGUARD. PAGTO BOLETO CARGO/FUNÇÃO";"92"
"11";"Sede - Acervo";"esc_acervo_analise";"ESC. - ACERVO - ANÁLISE DE ART";"45"
"11";"Sede - Acervo";"esc_acervo_certidoes";"ESC. - ACERVO - CERTIDÕES ACERVO";"1"
"11";"Sede - Acervo";"escaninho_dilig";"ESC. - ACERVO - E-MAIL DILIGÊNCIA";"45"
"11";"Sede - Acervo";"esc_acervo_oficios";"ESC. - ACERVO - OFÍCIOS AGUARDANDO AR";"72"
"11";"Sede - Acervo";"esc_acervo_p_arquiv";"ESC. - ACERVO - PARA ARQUIVAMENTO";"16"
"11";"Sede - Acervo";"esc_acervo_env_ofic";"ESC. - ACERVO - PARA ENVIAR OFICIO";"0"
"11";"Sede - Acervo";"acervo_ret_camara";"ESC. - ACERVO - RETORNO CÂMARAS";"4"
"5049";"Sede - Acervo CATs";"emissao_cat";"ESC. - CATS AGUARDANDO EMISSãO";"1"
"5020";"Sede - Acomp. de Infrações";"esc_reenv_mul_mant";"ESC. - AAI -  MULTA MANTIDA - CORRESP REENVIADA";"498"
"5020";"Sede - Acomp. de Infrações";"escaninho_auto_doc";"ESC. - AAI - AUTO - AG. DOCUMENTAÇÃO";"1"
"5020";"Sede - Acomp. de Infrações";"escaninho_cons";"ESC. - AAI - AUTO - AGUARDANDO CONSULTAS";"1606"
"5020";"Sede - Acomp. de Infrações";"escaninho_auto";"ESC. - AAI - AUTO - AGUARDANDO DEFESA";"2348"
"5020";"Sede - Acomp. de Infrações";"escaninho_corresp";"ESC. - AAI - AUTO - CORRESP DEVOLVIDA ";"5018"
"5020";"Sede - Acomp. de Infrações";"escaninho_reenv";"ESC. - AAI - AUTO - CORRESP REENVIADA";"2065"
"5020";"Sede - Acomp. de Infrações";"escaninho_aextra_def";"ESC. - AAI - AVISO EXTRAJUDICIAL -DEFESA";"0"
"5020";"Sede - Acomp. de Infrações";"escaninho_aextra_rec";"ESC. - AAI - AVISO EXTRAJUDICIAL-RECURSO";"0"
"5020";"Sede - Acomp. de Infrações";"esc_dou_auto";"ESC. - AAI - D.O.U. AUTO - AGUARD. PUBLICAÇÃO";"2134"
"5020";"Sede - Acomp. de Infrações";"esc_dou_auto_pub";"ESC. - AAI - D.O.U. AUTO - PUBLICADO";"0"
"5020";"Sede - Acomp. de Infrações";"esc_dou_mult_mant";"ESC. - AAI - D.O.U. MANTIDA - AGUARD. PUBLICAÇÃO";"297"
"5020";"Sede - Acomp. de Infrações";"esc_dou_mant_pub";"ESC. - AAI - D.O.U. MANTIDA - PUBLICADO";"0"
"5020";"Sede - Acomp. de Infrações";"escaninho_mantidas";"ESC. - AAI - MULTA MANTIDA";"2349"
"5020";"Sede - Acomp. de Infrações";"escaninho_man_acervo";"ESC. - AAI - MULTA MANTIDA - ACERVO";"250"
"5020";"Sede - Acomp. de Infrações";"escaninho_mantidasdc";"ESC. - AAI - MULTA MANTIDA - AG. DOCUMENTAÇÃO";"1058"
"5020";"Sede - Acomp. de Infrações";"escaninho_correspman";"ESC. - AAI - MULTA MANTIDA - CORRESP DEVOLVIDA";"1814"
"5020";"Sede - Acomp. de Infrações";"escaninho_man_etica";"ESC. - AAI - MULTA MANTIDA - ETICA";"0"
"5020";"Sede - Acomp. de Infrações";"esc_aai_mult_man_des";"ESC. - AAI - MULTA MANTIDA COM DESCONTO";"181"
"5020";"Sede - Acomp. de Infrações";"esc_mantidas_pagas";"ESC. - AAI - MULTAS MANTIDAS PAGAS ANTES DO JULGAM";"33"
"5020";"Sede - Acomp. de Infrações";"escaninho_pagas";"ESC. - AAI - MULTAS PAGAS DEPOIS DO JULGAMENTO";"539"
"5020";"Sede - Acomp. de Infrações";"esc_multas_personal";"ESC. - AAI - MULTAS PERSONALIZADAS CAMARAS";"45"
"5020";"Sede - Acomp. de Infrações";"revelia_cea";"ESC.- AAI - CEA - REVELIA";"1246"
"5020";"Sede - Acomp. de Infrações";"revelia_ceeca";"ESC.- AAI - CEECA - REVELIA";"418"
"5020";"Sede - Acomp. de Infrações";"revelia_ceee";"ESC.- AAI - CEEE - REVELIA";"27"
"5020";"Sede - Acomp. de Infrações";"revelia_ceemm";"ESC.- AAI - CEEMM - REVELIA";"31"
"5020";"Sede - Acomp. de Infrações";"revelia_ceest";"ESC.- AAI - CEEST - REVELIA";"4"
"5020";"Sede - Acomp. de Infrações";"revelia_cegmeq";"ESC.- AAI - CEGMEQ - REVELIA";"0"
"14";"Sede - Administrativo";"esc_da_compra_direta";"ESC. - DA - PROC. COMPRA DIRETA";"0"
"14";"Sede - Administrativo";"esc_da_proc_pagto";"ESC. - DA - PROCESSO PAGAMENTO";"158"
"14";"Sede - Administrativo";"esc_da_proc_empenho";"ESC. - DA - PROCESSOS EMPENHO";"0"
"14";"Sede - Administrativo";"esc_da_proc_nalise";"ESC. - DA - PROCESSOS PARA ANALISE";"11"
"14";"Sede - Administrativo";"esc_process_publi";"ESC. - DA - PROCESSOS PARA PUBLICACAO";"0"
"5083";"Sede - Apoio Administrativo Inspetorias";"esc_atend_insp_prest";" ESC. - APOIO ADM. - PRESTAÇÃO DE CONTAS";"5"
"5016";"Sede - Ass. Apoio às Inspetorias";"esc_ass_inst_inspet";"ESC. - ASS.INST. - INSPETORIAS";"0"
"5068";"Sede - Ass. às Entidades de Classe";"esc_acomp_represent";"ESC. - ACOMPANHAMENTO DE CONSELHEIROS NO ESTADO";"29"
"5068";"Sede - Ass. às Entidades de Classe";"esc_cadastro_ass_ice";"ESC. - CADASTRO DE ASSOCIAÇÕES - ICE";"0"
"5068";"Sede - Ass. às Entidades de Classe";"esc_cad_ass_pmis";"ESC. - CADASTRO DE ASSOCIAÇÕES - PMIS";"0"
"5068";"Sede - Ass. às Entidades de Classe";"esc_dec_pmis";"ESC. - DECLARAÇÃO - PMIS";"0"
"5068";"Sede - Ass. às Entidades de Classe";"esc_dec_util_creago";"ESC. - DECLARAÇÃO DE UTILIDADE PARA O CREA-GO";"0"
"5022";"Sede - Câmara Agronomia";"homologa_cea";"ESC. - CEA - AGUARDANDO HOMOLOGAÇÃO";"1171"
"5022";"Sede - Câmara Agronomia";"votacao_cea";"ESC. - CEA - AGUARDANDO VOTAÇÃO";"1807"
"5022";"Sede - Câmara Agronomia";"dilig_cea";"ESC. - CEA - PROCESSOS EM DILIGÊNCIA";"71"
"5022";"Sede - Câmara Agronomia";"retorno_cea";"ESC. - CEA - RETORNO CONSELHEIRO";"0"
"5053";"Sede - Câmara Civil e Agrimensura";"homologa_ceeca";"ESC. - CEECA - AGUARDANDO HOMOLOGACAO";"2473"
"5053";"Sede - Câmara Civil e Agrimensura";"votacao_ceeca";"ESC. - CEECA - AGUARDANDO VOTAÇÃO";"413"
"5053";"Sede - Câmara Civil e Agrimensura";"dilig_ceeca";"ESC. - CEECA - PROCESSOS EM DILIGENCIA";"102"
"5053";"Sede - Câmara Civil e Agrimensura";"retorno_ceeca";"ESC. - CEECA - RETORNO CONSELHEIRO ";"0"
"5023";"Sede - Câmara Elétrica";"homologa_ceee";"ESC. - CEEE - AGUARDANDO HOMOLOGAÇÃO";"128"
"5023";"Sede - Câmara Elétrica";"votacao_ceee";"ESC. - CEEE - AGUARDANDO VOTAÇÃO";"56"
"5023";"Sede - Câmara Elétrica";"dilig_ceee";"ESC. - CEEE - PROCESSOS EM DILIGÊNCIA";"50"
"5023";"Sede - Câmara Elétrica";"retorno_ceee";"ESC. - CEEE - RETORNO CONSELHEIRO";"0"
"5038";"Sede - Câmara Geol. e Minas e Química";"homologa_cegmeq";"ESC. - CEGMEQ - AGUARDANDO HOMOLOGAÇÃO";"189"
"5038";"Sede - Câmara Geol. e Minas e Química";"votacao_cegmeq";"ESC. - CEGMEQ - AGUARDANDO VOTAÇÃO";"22"
"5038";"Sede - Câmara Geol. e Minas e Química";"dilig_cegmeq";"ESC. - CEGMEQ - PROCESSOS EM DILIGÊNCIA";"15"
"5038";"Sede - Câmara Geol. e Minas e Química";"retorno_cegmeq";"ESC. - CEGMEQ - RETORNO CONSELHEIRO";"0"
"5025";"Sede - Câmara Industrial";"homologa_ceei";"ESC. - CEEI - AGUARDANDO HOMOLOGAÇÃO";"1"
"5036";"Sede - Câmara Mecânica e Metalúrgica";"homologa_ceemm";"ESC. - CEEMM - AGUARDANDO HOMOLOGAÇÃO";"41"
"5036";"Sede - Câmara Mecânica e Metalúrgica";"votacao_ceemm";"ESC. - CEEMM - AGUARDANDO VOTAÇÃO";"28"
"5036";"Sede - Câmara Mecânica e Metalúrgica";"dilig_ceemm";"ESC. - CEEMM - PROCESSOS EM DILIGÊNCIA";"38"
"5036";"Sede - Câmara Mecânica e Metalúrgica";"retorno_ceemm";"ESC. - CEEMM - RETORNO CONSELHEIRO";"0"
"5037";"Sede - Câmara Segurança do Trabalho";"homologa_ceest";"ESC. - CEEST - AGUARDANDO HOMOLOGAÇÃO";"20"
"5037";"Sede - Câmara Segurança do Trabalho";"votacao_ceest";"ESC. - CEEST - AGUARDANDO VOTAÇÃO";"8"
